42
15.0009 -11.2455
15.1352 -11.0536
15.2778 -10.8607
15.4352 -10.6795
15.6009 -10.5071
15.8065 -10.317
15.9954 -10.1259
16.1722 -9.92946
16.3241 -9.7375
16.462 -9.54196
16.5963 -9.34732
16.7306 -9.15268
16.8657 -8.96071
17.0222 -8.76518
17.1963 -8.57054
17.3796 -8.39464
17.4778 -8.32321
17.6954 -8.19018
17.8639 -8.13214
18.0611 -8.10893
18.263 -8.14732
18.4694 -8.21161
18.6639 -8.29911
18.8352 -8.42321
19.0037 -8.58304
19.1583 -8.76696
19.288 -8.95714
19.3963 -9.14911
19.5046 -9.34107
19.5981 -9.53304
19.6861 -9.72857
19.775 -9.92321
19.8574 -10.1188
19.9287 -10.3152
20.0083 -10.5152
20.0778 -10.7063
20.1463 -10.9027
20.2148 -11.0991
20.2833 -11.2955
20.3519 -11.492
20.4093 -11.6902
20.4685 -11.8696
